33143,29372,3771,12.84,348.605,234.416
33595,29470,4125,14,356.83,239.948
33615,30038,3577,11.91,361.503,243.09
34029,30842,3187,10.33,367.755,247.294
34524,31260,3264,10.44,371.532,249.834
29959,25893,4066,15.7,328.172,220.677
28641,25152,3489,13.87,300.002,201.733
